"symbol","log2fc","effectsize","pvalue","pvalue_adjust","hgnc_id","hgnc_symbol","entrez_id","gene","signif"
"SORD",-0.189720083675933,-3.87430982095406,0.00161050442091031,0.00308974880364813,"HGNC:11184","SORD",6652,6652,FALSE
"NUP155",-0.717525700372013,-3.87414600185078,0.00161103137620806,0.00308974880364813,"HGNC:8063","NUP155",9631,9631,FALSE
"OSBPL8",-0.342803887312377,-3.87325612804792,0.00161389688335808,0.00309384833300488,"HGNC:16396","OSBPL8",114882,114882,FALSE
"RPTOR",-0.184656201558932,-3.87235956734632,0.00161678915502749,0.00309799545034572,"HGNC:30287","RPTOR",57521,57521,FALSE
"CTPS2",0.244293296484686,3.86749477497564,0.00163257476311719,0.00312683314251828,"HGNC:2520","CTPS2",56474,56474,FALSE
"SKIC3",-0.218278402606644,-3.86395673222583,0.00164415341279712,0.00314674055794639,"HGNC:23639","SKIC3",9652,9652,FALSE
"ARF5",-0.364871741402306,-3.8638665609616,0.00164444959510563,0.00314674055794639,"HGNC:658","ARF5",381,381,FALSE
"DBN1",0.479474751789619,3.86273583359557,0.00164816825419045,0.00315243702984221,"HGNC:2695","DBN1",1627,1627,FALSE
"EPS15L1",0.395899919333063,3.86129175653118,0.00165292984717401,0.00316012228991883,"HGNC:24634","EPS15L1",58513,58513,FALSE
"CAP2",0.159574649407593,3.85951732802036,0.00165879983521313,0.00316991874984524,"HGNC:20039","CAP2",10486,10486,FALSE
"GCAT",0.297829921933484,3.85755476631285,0.00166531682521892,0.00318094225041817,"HGNC:4188","GCAT",23464,23464,FALSE
"AK2",-0.340428381095619,-3.85533043302369,0.00167273448155317,0.00319367544770933,"HGNC:362","AK2",204,204,FALSE
"ATIC",-0.269640898936835,-3.85371471189493,0.00167814356207981,0.00320256404977063,"HGNC:794","ATIC",471,471,FALSE
"OTUB1",0.243542153256067,3.85180648419488,0.0016845547506354,0.00321267932105275,"HGNC:23077","OTUB1",55611,55611,FALSE
"CPNE1",0.274744568869153,3.85168735677532,0.0016849558133239,0.00321267932105275,"HGNC:2314","CPNE1",8904,8904,FALSE
"SPARC",-0.536200681361931,-3.84870779918024,0.00169501857114916,0.00323041655936498,"HGNC:11219","SPARC",6678,6678,FALSE
"OXSR1",0.223776678575267,3.84484166680212,0.00170816645713881,0.00325401499006721,"HGNC:8508","OXSR1",9943,9943,FALSE
"RAP1A",0.796068973701362,3.83643740854747,0.00173710551278791,0.00330766058662572,"HGNC:9855","RAP1A",5906,5906,FALSE
"ADSS2",0.283189167778972,3.83591331640209,0.00173892654588459,0.00330964523959226,"HGNC:292","ADSS2",159,159,FALSE
"CHKA",0.521607885270244,3.83250933965297,0.00175080136105645,0.00333075460362127,"HGNC:1937","CHKA",1119,1119,FALSE
"HDHD3",0.303940324762464,3.83167687745623,0.00175371790812837,0.00333481033984141,"HGNC:28171","HDHD3",81932,81932,FALSE
"RHOQ",0.451769634653291,3.82321003153448,0.00178366297481323,0.00338872044834878,"HGNC:17736","RHOQ",23433,23433,FALSE
"PTK2B",0.368026920926284,3.81945541969739,0.00179710747794271,0.00341273761450246,"HGNC:9612","PTK2B",2185,2185,FALSE
"MICU1",0.483003457774025,3.81823427081611,0.00180150226601626,0.00341955544018271,"HGNC:1530","MICU1",10367,10367,FALSE
"GFM1",-0.244340332878492,-3.81785056123174,0.00180288544505846,0.00342065318816895,"HGNC:13780","GFM1",85476,85476,FALSE
"RBSN",0.252984799406438,3.81250333947107,0.00182227327000764,0.00345589531349061,"HGNC:20759","RBSN",64145,64145,FALSE
"EXOC6B",0.379875612697811,3.80792670994874,0.00183903485384251,0.00348612762213677,"HGNC:17085","EXOC6B",23233,23233,FALSE
"AKAP13",0.46628614866131,3.80243993508708,0.00185933585966298,0.00352303941309304,"HGNC:371","AKAP13",11214,11214,FALSE
"UBA5",0.248800336137336,3.79946193485121,0.00187044934338908,0.00354251769581265,"HGNC:23230","UBA5",79876,79876,FALSE
"CTTNBP2",0.346645598479097,3.79859391789253,0.00187370131186143,0.00354709602468199,"HGNC:15679","CTTNBP2",83992,83992,FALSE
"FSD1L",0.399920521858093,3.79672760004959,0.00188071276013567,0.00355878416321309,"HGNC:13753","FSD1L",83856,83856,FALSE
"SPG21",-0.435645009841471,-3.78586791246896,0.00192204135848154,0.00363536972565489,"HGNC:20373","SPG21",51324,51324,FALSE
"CYC1",0.312425675773084,3.78271827159516,0.00193419913189794,0.00365669124139509,"HGNC:2579","CYC1",1537,1537,FALSE
"SLC6A1",0.335649992292018,3.78250247443787,0.00193503496515236,0.00365669124139509,"HGNC:11042","SLC6A1",6529,6529,FALSE
"SCAI",0.293253179098943,3.78137048074786,0.00193942543902122,0.00366335916259565,"HGNC:26709","SCAI",286205,286205,FALSE
"LSM6",-0.774642055569421,-3.77952717131961,0.00194659637235395,0.00367527080519959,"HGNC:17017","LSM6",11157,11157,FALSE
"NDUFA6",0.272631287471649,3.77759037451157,0.00195415992329919,0.00368791282150157,"HGNC:7690","NDUFA6",4700,4700,FALSE
"SLC1A2",0.318693305722138,3.77722971786057,0.0019555716376033,0.00368893895242522,"HGNC:10940","SLC1A2",6506,6506,FALSE
"GOT2",0.235224514886369,3.77645830383443,0.00195859464238085,0.00369224723194413,"HGNC:4433","GOT2",2806,2806,FALSE
"NAPA",0.274491304353805,3.77633891015026,0.00195906294306682,0.00369224723194413,"HGNC:7641","NAPA",8775,8775,FALSE
"TBCE",0.253652312156281,3.77602703385649,0.00196028675780536,0.003692916099589,"HGNC:11582","TBCE",6905,6905,FALSE
"VAT1L",0.267953870176786,3.77524638777522,0.00196335343824376,0.00369705454698094,"HGNC:29315","VAT1L",57687,57687,FALSE
"SYT11",0.509054776913429,3.77344413061968,0.00197045196826836,0.00370877806250688,"HGNC:19239","SYT11",23208,23208,FALSE
"RRAGA",-1.19971448926004,-3.7699076928083,0.00198445650501898,0.00373348390718489,"HGNC:16963","RRAGA",10670,10670,FALSE
"SERPINE2",-0.376281652468509,-3.76699723017228,0.00199605769922592,0.00375364832819034,"HGNC:8951","SERPINE2",5270,5270,FALSE
"NSFL1C",-0.411935992064346,-3.76465943703034,0.00200542591874115,0.00376959759161871,"HGNC:15912","NSFL1C",55968,55968,FALSE
"MYH10",0.368264336139287,3.76417831489884,0.00200735943104878,0.00377156391775301,"HGNC:7568","MYH10",4628,4628,FALSE
"NDUFS1",0.215682188306969,3.76352321185227,0.00200999516431427,0.00377484730372764,"HGNC:7707","NDUFS1",4719,4719,FALSE
"SHC3",0.296508932910052,3.75861230971435,0.00202986550341162,0.00381048073741139,"HGNC:18181","SHC3",53358,53358,FALSE
"ABR",0.257610201761997,3.75700316495667,0.00203641952559091,0.00382109624007124,"HGNC:81","ABR",29,29,FALSE
"DCTN2",0.205260164508239,3.75564278577664,0.00204197703252368,0.00382983335755766,"HGNC:2712","DCTN2",10540,10540,FALSE
"ACSL6",-0.458041291160885,-3.7525058477335,0.0020548508235476,0.00385227878256608,"HGNC:16496","ACSL6",23305,23305,FALSE
"CPLX1",0.480680610353117,3.74608423338677,0.00208146144711241,0.00390044583343374,"HGNC:2309","CPLX1",10815,10815,FALSE
"PC",-0.195793843357875,-3.74286206607633,0.00209494492952524,0.00392398234926499,"HGNC:8636","PC",5091,5091,FALSE
"VAMP1",0.733025884499997,3.74101808695939,0.00210270096326553,0.00393677493122401,"HGNC:12642","VAMP1",6843,6843,FALSE
"MSTO1",0.194052963282821,3.7350880301049,0.00212784107257375,0.00398033651339721,"HGNC:29678","MSTO1",55154,55154,FALSE
"ABHD10",0.515044057205831,3.73133837141446,0.00214389419697362,0.00400860111620673,"HGNC:25656","ABHD10",55347,55347,FALSE
"RPAP3",-0.262046088943578,-3.72167342717307,0.00218583899967991,0.00408523119992947,"HGNC:26151","RPAP3",79657,79657,FALSE
"NARS2",0.437601560380956,3.71944226763125,0.00219563929941862,0.00410174374616665,"HGNC:26274","NARS2",79731,79731,FALSE
"PTGS2",-0.611054287196048,-3.71750095992844,0.00220420256952327,0.00411593186312562,"HGNC:9605","PTGS2",5743,5743,FALSE
"SLC7A14",0.432873276117454,3.71663182089878,0.00220804734847638,0.00412130049671701,"HGNC:29326","SLC7A14",57709,57709,FALSE
"MAP4",-0.388891829234646,-3.71567097407173,0.00221230570285743,0.00412743601279372,"HGNC:6862","MAP4",4134,4134,FALSE
"PTGR2",-0.251326804604101,-3.71144235034272,0.0022311453240929,0.00415893316991001,"HGNC:20149","PTGR2",145482,145482,FALSE
"SAMM50",-1.0459920912936,-3.7096185528973,0.00223932079307089,0.00417234255613822,"HGNC:24276","SAMM50",25813,25813,FALSE
"RABGGTA",0.219064640968616,3.70550860324324,0.0022578554829989,0.00420503321767981,"HGNC:9795","RABGGTA",5875,5875,FALSE
"TLN1",-0.449394089642691,-3.70368478501342,0.00226612997000167,0.00421859499452785,"HGNC:11845","TLN1",7094,7094,FALSE
"UQCRB",0.375231633677719,3.70335453726608,0.00226763154572121,0.00421954206187177,"HGNC:12582","UQCRB",7381,7381,FALSE
"ACBD5",-0.282219799540963,-3.70306997759907,0.00226892619255609,0.00422010342160323,"HGNC:23338","ACBD5",91452,91452,FALSE
"CFDP1",1.48105944881472,3.69899093943053,0.00228756669124284,0.00425105309916137,"HGNC:1873","CFDP1",10428,10428,FALSE
"GSN",-0.27884258321371,-3.69762264330464,0.00229385416623583,0.00426087421612863,"HGNC:4620","GSN",2934,2934,FALSE
"RAB8B",0.369437616659864,3.69210400312261,0.00231939066911674,0.00430642653724165,"HGNC:30273","RAB8B",51762,51762,FALSE
"CRYL1",-0.399286529654091,-3.69091104028593,0.00232494853321351,0.00431357686270993,"HGNC:18246","CRYL1",51084,51084,FALSE
"HAGH",0.194625470949766,3.69084176977372,0.00232527166881611,0.00431357686270993,"HGNC:4805","HAGH",3029,3029,FALSE
"RPH3A",0.291786978475926,3.68235734974602,0.00236519514139974,0.00438572397510859,"HGNC:17056","RPH3A",22895,22895,FALSE
"SCFD2",-0.282617768998649,-3.68062049267824,0.00237345292048611,0.00439911683910423,"HGNC:30676","SCFD2",152579,152579,FALSE
"NDUFV2",0.272050207152522,3.67895039130217,0.00238142077282714,0.00441196089124471,"HGNC:7717","NDUFV2",4729,4729,FALSE
"PJA2",-0.344976018048238,-3.67186759884489,0.00241551322219144,0.00447122438776726,"HGNC:17481","PJA2",9867,9867,FALSE
"CARHSP1",-0.347857100113347,-3.67149783593632,0.00241730652132591,0.00447259587097741,"HGNC:17150","CARHSP1",23589,23589,FALSE
"TTC3",0.797706329353856,3.66978109231587,0.00242565011542444,0.00448608050067618,"HGNC:12393","TTC3",7267,7267,FALSE
"TPD52",0.49528051680476,3.66759349789485,0.00243632424987381,0.00450386170594332,"HGNC:12005","TPD52",7163,7163,FALSE
"TUFM",0.207707558072265,3.6658009295796,0.00244510623696605,0.00451647911640525,"HGNC:12420","TUFM",7284,7284,FALSE
"GPR107",-0.487296050026074,-3.663414698168,0.00245684624848655,0.00453588034581574,"HGNC:17830","GPR107",57720,57720,FALSE
"SNX3",-0.226352155093842,-3.66235900272133,0.00246205830025762,0.00454301438477699,"HGNC:11174","SNX3",8724,8724,FALSE
"TIMM8A",0.297517087797158,3.66219919233346,0.00246284826882969,0.00454301438477699,"HGNC:11817","TIMM8A",1678,1678,FALSE
"PRKAG2",0.723239535086718,3.65978105580274,0.00247483278014375,0.00456314070091581,"HGNC:9386","PRKAG2",51422,51422,FALSE
"DNPEP",-0.160773412312547,-3.65877333509768,0.00247984449854194,0.00457039857710462,"HGNC:2981","DNPEP",23549,23549,FALSE
"SQSTM1",-0.399740963333734,-3.65454358569966,0.00250099237287521,0.00460737649966175,"HGNC:11280","SQSTM1",8878,8878,FALSE
"RAB2B",-0.174591780435286,-3.64933981192417,0.00252726004197779,0.00465312940302209,"HGNC:20246","RAB2B",84932,84932,FALSE
"MRPL44",0.186526379293759,3.64919050035666,0.00252801783331247,0.00465312940302209,"HGNC:16650","MRPL44",65080,65080,FALSE
"CSNK1A1",-0.263946519472003,-3.6468154619822,0.00254010258616057,0.00467334891393178,"HGNC:2451","CSNK1A1",1452,1452,FALSE
"EIF5A",-0.47977509804454,-3.64165045203781,0.00256658495868896,0.00472002859127135,"HGNC:3300","EIF5A",1984,1984,FALSE
"XPNPEP1",0.266196331905657,3.63961444730659,0.00257710047508483,0.00473731704978829,"HGNC:12822","XPNPEP1",7511,7511,FALSE
"SLC3A2",0.536746982257252,3.63923533535295,0.00257906329925355,0.00473887549581824,"HGNC:11026","SLC3A2",6520,6520,FALSE
"EIF2B1",0.232993015160866,3.63344942099057,0.00260920725653905,0.00479219137436947,"HGNC:3257","EIF2B1",1967,1967,FALSE
"CDH2",0.515688038636477,3.63236389949852,0.00261490216587621,0.00480057633044229,"HGNC:1759","CDH2",1000,1000,FALSE
"UQCRFS1",0.257146152734605,3.63192961277023,0.00261718404884917,0.00480269093592788,"HGNC:12587","UQCRFS1",7386,7386,FALSE
"PLOD3",-0.454241937190885,-3.62917192909049,0.0026317207476045,0.00482728233807473,"HGNC:9083","PLOD3",8985,8985,FALSE
"SNAPIN",-0.250993898770741,-3.62839300830649,0.00263584143488761,0.00483275500356874,"HGNC:17145","SNAPIN",23557,23557,FALSE
"PRKCI",0.379914754787394,3.62804617958339,0.00263767833917931,0.00483403749094957,"HGNC:9404","PRKCI",5584,5584,FALSE
"SGSM3",-0.835782009986307,-3.62688885400495,0.00264381721270598,0.00484319963534501,"HGNC:25228","SGSM3",27352,27352,FALSE
"D2HGDH",0.199222983859343,3.62581481049265,0.00264952721666466,0.00485156857855441,"HGNC:28358","D2HGDH",728294,728294,FALSE
"NDUFS4",0.238591297932274,3.62521421393934,0.00265272562457219,0.00485533329217563,"HGNC:7711","NDUFS4",4724,4724,FALSE
"ADAP1",0.647683500554106,3.6248271494953,0.00265478895445258,0.00485701810435793,"HGNC:16486","ADAP1",11033,11033,FALSE
"SFXN3",0.340552025146227,3.6223359131369,0.00266810780292829,0.00487928492359949,"HGNC:16087","SFXN3",81855,81855,FALSE
"RDH13",0.421210177608021,3.61805911638857,0.00269113005547187,0.00491926999387331,"HGNC:19978","RDH13",112724,112724,FALSE
"ACO2",0.199625574210686,3.61763609331044,0.00269341807023864,0.00492133568293819,"HGNC:118","ACO2",50,50,FALSE
"PREP",0.16469705407004,3.61589494992903,0.00270285609796274,0.00493645827947643,"HGNC:9358","PREP",5550,5550,FALSE
"EML2",-0.240174719715875,-3.61443853576219,0.00271077632647997,0.00494879698777485,"HGNC:18035","EML2",24139,24139,FALSE
"ITPR1",0.334440549310813,3.60654214616003,0.00275412728307257,0.00502577971363608,"HGNC:6180","ITPR1",3708,3708,FALSE
"SYAP1",-0.30481652876728,-3.60125380316914,0.00278355012981549,0.0050772910093201,"HGNC:16273","SYAP1",94056,94056,FALSE
"MYO5A",0.606110293862479,3.6002629834622,0.00278909790127645,0.00508522783373012,"HGNC:7602","MYO5A",4644,4644,FALSE
"GFAP",-0.654354482343481,-3.59666216179673,0.00280935350579896,0.00511712699521076,"HGNC:4235","GFAP",2670,2670,FALSE
"RUNDC3A",-0.241058131078329,-3.5965112343351,0.00281020574278162,0.00511712699521076,"HGNC:16984","RUNDC3A",10900,10900,FALSE
"ABCB8",0.465107102182946,3.59563447769714,0.0028151616485713,0.00512395589140387,"HGNC:49","ABCB8",11194,11194,FALSE
"RTN3",0.35264999888009,3.59053141550639,0.00284418219792089,0.00517456093371738,"HGNC:10469","RTN3",10313,10313,FALSE
"MRPS27",0.226080231736046,3.58189921130222,0.00289396027027975,0.0052628716939191,"HGNC:14512","MRPS27",23107,23107,FALSE
"ACBD6",0.245556361979326,3.57466184928145,0.00293637048872111,0.00533771367710211,"HGNC:23339","ACBD6",84320,84320,FALSE
"LYRM1",0.396722670374519,3.57076780834653,0.002959447537578,0.00537736299046879,"HGNC:25074","LYRM1",57149,57149,FALSE
"TUBB2A",0.618151376972939,3.56993260735294,0.00296442087670717,0.00538409774615619,"HGNC:12412","TUBB2A",7280,7280,FALSE
"FKBP5",-1.04743810996623,-3.56916014983867,0.00296902808844936,0.00539016205720196,"HGNC:3721","FKBP5",2289,2289,FALSE
"YWHAQ",0.308100161752257,3.56802853729572,0.00297579044596716,0.00540013210732725,"HGNC:12854","YWHAQ",10971,10971,FALSE
"CPNE6",0.470245567902743,3.56219513755286,0.00301089675884699,0.00546150713832681,"HGNC:2319","CPNE6",9362,9362,FALSE
"MAPK3",0.389741885661039,3.56141498398912,0.0030156233409617,0.0054677470985867,"HGNC:6877","MAPK3",5595,5595,FALSE
"WDR77",-0.134629849242706,-3.5576898269885,0.00303829546791539,0.00550650564547566,"HGNC:29652","WDR77",79084,79084,FALSE
"TRIM67",0.210190225270374,3.55679940076221,0.00304374015136621,0.00551402201334458,"HGNC:31859","TRIM67",440730,440730,FALSE
"MRPL19",0.370430126128304,3.55342469427712,0.0030644647148791,0.00554736568073625,"HGNC:14052","MRPL19",9801,9801,FALSE
"TOMM22",0.331224554604668,3.55337736458464,0.00306475638079264,0.00554736568073625,"HGNC:18002","TOMM22",56993,56993,FALSE
"PRICKLE2",0.23983256837832,3.55145717369157,0.00307661300521857,0.00556645605456744,"HGNC:20340","PRICKLE2",166336,166336,FALSE
"PSMB9",-0.388102511664269,-3.54888349564171,0.00309257713793494,0.00559295865371212,"HGNC:9546","PSMB9",5698,5698,FALSE
"DCTN4",0.193043618838331,3.54398867522351,0.00312316928867042,0.00564348192042912,"HGNC:15518","DCTN4",51164,51164,FALSE
"SRSF5",-3.03231724686883,-3.54077831510064,0.00314339884195128,0.0056759081468586,"HGNC:10787","SRSF5",6430,6430,FALSE
"TTL",0.277398043919866,3.54071717862179,0.00314378535946003,0.0056759081468586,"HGNC:21586","TTL",150465,150465,FALSE
"BSG",0.35355630500222,3.53683465608685,0.00316842963090697,0.00571554581127106,"HGNC:1116","BSG",682,682,FALSE
"EPN1",0.270358890943398,3.53575981682136,0.00317528643580475,0.00572548466362757,"HGNC:21604","EPN1",29924,29924,FALSE
"UFM1",0.613208357081038,3.53407066500877,0.00318609233683289,0.00574253283780313,"HGNC:20597","UFM1",51569,51569,FALSE
"HOMER1",0.606706855936906,3.53290121921349,0.00319359521187509,0.0057536157907881,"HGNC:17512","HOMER1",9456,9456,FALSE
"SLC12A2",0.372180887554123,3.52703345193631,0.00323151041032322,0.00581945730672613,"HGNC:10911","SLC12A2",6558,6558,FALSE
"CCDC88A",0.165757847238633,3.52120512297812,0.00326961877936898,0.00588559077184167,"HGNC:25523","CCDC88A",55704,55704,FALSE
"LTA4H",-0.267635731423669,-3.52092864583368,0.00327143769897243,0.00588637181229163,"HGNC:6710","LTA4H",4048,4048,FALSE
"CHCHD4",0.495685259786243,3.51495792982024,0.00331096763138094,0.00595497775428226,"HGNC:26467","CHCHD4",131474,131474,FALSE
"VBP1",-0.172365732361445,-3.51242347758823,0.0033278921165579,0.00598288557333802,"HGNC:12662","VBP1",7411,7411,FALSE
"EMB",0.958972117106525,3.51000064578925,0.00334415249735493,0.00600903336508004,"HGNC:30465","EMB",133418,133418,FALSE
"GCDH",0.177119523010489,3.50983542906396,0.00334526422159515,0.00600903336508004,"HGNC:4189","GCDH",2639,2639,FALSE
"GPD2",0.217410758443752,3.50835686001176,0.00335522988860978,0.00602438826640962,"HGNC:4456","GPD2",2820,2820,FALSE
"NARS1",-0.260294415537828,-3.50549621513028,0.00337459561423336,0.00605660108128875,"HGNC:7643","NARS1",4677,4677,FALSE
"DNAJC5",0.6673900088126,3.50174535844104,0.00340015806933953,0.00609990367019544,"HGNC:16235","DNAJC5",80331,80331,FALSE
"NLGN3",0.306459044964585,3.49912850780211,0.00341810727059449,0.00612951725739518,"HGNC:14289","NLGN3",54413,54413,FALSE
"TKFC",0.200770237160811,3.49862981723498,0.00342153861351838,0.0061330827108617,"HGNC:24552","TKFC",26007,26007,FALSE
"STMN1",0.334057101684609,3.49667661386205,0.00343501137678685,0.00615463674171338,"HGNC:6510","STMN1",3925,3925,FALSE
"GMPPB",0.293958701066414,3.49416020828631,0.0034524475586425,0.00618327101737489,"HGNC:22932","GMPPB",29925,29925,FALSE
"TTC39B",0.278664840117596,3.49131421834644,0.0034722745689935,0.00621616129663959,"HGNC:23704","TTC39B",158219,158219,FALSE
"SCG5",0.523851699003698,3.4888428355674,0.00348958455968068,0.00624451973837596,"HGNC:10816","SCG5",6447,6447,FALSE
"EHBP1",0.273791367457522,3.48685764930386,0.00350355188364554,0.0062668752127498,"HGNC:29144","EHBP1",23301,23301,FALSE
"MARCKSL1",0.407058143881328,3.4829641429766,0.00353110893339713,0.00631350987250224,"HGNC:7142","MARCKSL1",65108,65108,FALSE
"ITGB1",-0.244761028482242,-3.4773233227856,0.00357141939496576,0.0063828984140473,"HGNC:6153","ITGB1",3688,3688,FALSE
"DYNC1H1",-0.144853631492914,-3.47169453072074,0.00361210434319291,0.00645217083802869,"HGNC:2961","DYNC1H1",1778,1778,FALSE
"CLASP2",0.293152114220914,3.47143773406909,0.00361397152610651,0.00645217083802869,"HGNC:17078","CLASP2",23122,23122,FALSE
"BPHL",0.267677985210405,3.4713329318631,0.00361473382714031,0.00645217083802869,"HGNC:1094","BPHL",670,670,FALSE
"TTYH1",0.497703572815402,3.46815446737775,0.00363792987733703,0.00649084885754928,"HGNC:13476","TTYH1",57348,57348,FALSE
"MTFR1L",0.245606198871361,3.46463611933698,0.00366378057690797,0.00653148802510858,"HGNC:28836","MTFR1L",56181,56181,FALSE
"RANGAP1",-0.346843096456388,-3.46182266154421,0.00368458472548012,0.00656582183785766,"HGNC:9854","RANGAP1",5905,5905,FALSE
"OGDH",0.185951864843035,3.44693659682874,0.00379664834441862,0.00676268041231314,"HGNC:8124","OGDH",4967,4967,FALSE
"ADCK1",0.468511203491559,3.4445040787333,0.00381528276896153,0.00679302545793318,"HGNC:19038","ADCK1",57143,57143,FALSE
"PLXNB2",-0.220400074064922,-3.44221491714496,0.00383290275417752,0.00682153965881677,"HGNC:9104","PLXNB2",23654,23654,FALSE
"SNX27",-0.192428615467654,-3.43827215592016,0.00386344220267567,0.00687301354599062,"HGNC:20073","SNX27",81609,81609,FALSE
"SLC25A51",0.237998413621517,3.43093410812424,0.00392093146730905,0.00697236767199308,"HGNC:23323","SLC25A51",92014,92014,FALSE
"GTF2I",-1.03466490762291,-3.42995758839876,0.00392864628985555,0.00698316467247432,"HGNC:4659","GTF2I",2969,2969,FALSE
"ARPC5",0.557108072539623,3.42903881775229,0.00393591876547949,0.00699316670287953,"HGNC:708","ARPC5",10092,10092,FALSE
"CNN2",0.243790182574908,3.42865535833204,0.00393895800525501,0.00699564209040276,"HGNC:2156","CNN2",1265,1265,FALSE
"SUCLG2",-0.340372201354927,-3.4276975869683,0.00394655942948293,0.00700621452602441,"HGNC:11450","SUCLG2",8801,8801,FALSE
"NDUFA11",0.260800257374902,3.42690175451525,0.00395288679436811,0.00701451727601857,"HGNC:20371","NDUFA11",126328,126328,FALSE
"CTTN",0.378776972395776,3.42668362050445,0.00395462287030182,0.00701466911468395,"HGNC:3338","CTTN",2017,2017,FALSE
"TBRG4",0.505902307723312,3.42440185697531,0.00397282873548461,0.00704402258064647,"HGNC:17443","TBRG4",9238,9238,FALSE
"DYRK1A",0.526716461531543,3.42258132709773,0.00398741469898488,0.00706693597609914,"HGNC:3091","DYRK1A",1859,1859,FALSE
"ATP9A",0.397306216695548,3.42015509555207,0.00400693693974007,0.00709857523713851,"HGNC:13540","ATP9A",10079,10079,FALSE
"MRPS25",-1.35037516059794,-3.41798797019591,0.00402445527971318,0.00712663955782542,"HGNC:14511","MRPS25",64432,64432,FALSE
"VPS35L",0.329525056549618,3.41668574972915,0.00403501889231129,0.00714236996764805,"HGNC:24641","VPS35L",57020,57020,FALSE
"COX5A",0.248192182331891,3.41479925096317,0.00405037145575522,0.00716656065235623,"HGNC:2267","COX5A",9377,9377,FALSE
"SLC4A10",0.33488921133454,3.41408025515099,0.00405623812186075,0.00717395423133924,"HGNC:13811","SLC4A10",57282,57282,FALSE
"CLCN6",-0.184932548302008,-3.4128297247266,0.00406646214222978,0.00718904496858425,"HGNC:2024","CLCN6",1185,1185,FALSE
"ARL2",0.186626136226012,3.41213694253475,0.00407213726073765,0.00719608455639709,"HGNC:693","ARL2",402,402,FALSE
"RBM4",0.477178253942425,3.40526164259418,0.0041288899702244,0.00729031257725538,"HGNC:9901","RBM4",5936,5936,FALSE
"ELP1",-0.194703108336214,-3.40495091340444,0.00413147353470881,0.00729101125889941,"HGNC:5959","ELP1",8518,8518,FALSE
"MTURN",0.359984036829631,3.40480146119716,0.00413271673475028,0.00729101125889941,"HGNC:25457","MTURN",222166,222166,FALSE
"TES",0.347710903900624,3.40394561483892,0.00413984320675755,0.00730055337291269,"HGNC:14620","TES",26136,26136,FALSE
"SKP1",-0.181027313475831,-3.40159287980443,0.00415949746094576,0.0073301174091969,"HGNC:10899","SKP1",6500,6500,FALSE
"SHOC2",0.178223991839542,3.40152603617135,0.00416005722140774,0.0073301174091969,"HGNC:15454","SHOC2",8036,8036,FALSE
"OTUD6B",-0.270433712218166,-3.39843552304811,0.00418602024906905,0.00737280814693056,"HGNC:24281","OTUD6B",51633,51633,FALSE
"GIPC1",0.302638120960333,3.39690766285377,0.00419891547740161,0.00739245682641129,"HGNC:1226","GIPC1",10755,10755,FALSE
"HADHA",-0.239563370740299,-3.39414859974883,0.00422230295815029,0.00743055386009886,"HGNC:4801","HADHA",3030,3030,FALSE
"SEPTIN8",0.510019997185466,3.39366417887974,0.00422642263755432,0.00743472525232031,"HGNC:16511","SEPTIN8",23176,23176,FALSE
"STK32C",0.221673422787058,3.39222193896984,0.00423871177102193,0.00745325818239272,"HGNC:21332","STK32C",282974,282974,FALSE
"TSC1",0.461907570280434,3.39124129184595,0.00424708815479494,0.00746489853510277,"HGNC:12362","TSC1",7248,7248,FALSE
"GSR",0.298033478561104,3.38810534676946,0.00427398578509573,0.00750906969270643,"HGNC:4623","GSR",2936,2936,FALSE
"COG1",-1.08924067620432,-3.38610568784625,0.00429122620639141,0.00753624437072871,"HGNC:6545","COG1",9382,9382,FALSE
"EIF5",-0.214656373421459,-3.38474361651833,0.00430300938009165,0.00755381654910761,"HGNC:3299","EIF5",1983,1983,FALSE
"RASA1",0.912481936083684,3.38035894620162,0.00434116112690237,0.00761764442169078,"HGNC:9871","RASA1",5921,5921,FALSE
"STRIP2",0.327462293237745,3.37777763006071,0.00436377966763818,0.0076541739940001,"HGNC:22209","STRIP2",57464,57464,FALSE
"ANKH",-0.450252639187411,-3.37721575443225,0.00436871865353091,0.00765967585705707,"HGNC:15492","ANKH",56172,56172,FALSE
"DLAT",0.181547770873218,3.37665162965952,0.00437368303558416,0.00766521769122997,"HGNC:2896","DLAT",1737,1737,FALSE
"APOE",-0.538853630623575,-3.37372505823014,0.00439952802011265,0.00770733474257162,"HGNC:613","APOE",348,348,FALSE
"BCS1L",0.408567942932658,3.37207870074918,0.0044141343307045,0.00772973667305072,"HGNC:1020","BCS1L",617,617,FALSE
"PICK1",0.155400005057982,3.37106152449393,0.0044231828419005,0.00774239171255236,"HGNC:9394","PICK1",9463,9463,FALSE
"NDUFB10",0.209912221263761,3.36911928418309,0.00444051202276506,0.00776952494720111,"HGNC:7696","NDUFB10",4716,4716,FALSE
"ATP5PO",0.201973621786968,3.36833834100179,0.00444749892861507,0.00777854750889467,"HGNC:850","ATP5PO",539,539,FALSE
"NDUFB4",0.333170639908525,3.3618051567877,0.00450638206565892,0.00787829032457853,"HGNC:7699","NDUFB4",4710,4710,FALSE
"RAB10",0.359396640092218,3.36005791796196,0.00452226149691759,0.00790280072446536,"HGNC:9759","RAB10",10890,10890,FALSE
