"","symbol","log2fc","effectsize","pvalue","pvalue_adjust","hgnc_id","hgnc_symbol","entrez_id","gene","signif"
"6247","KIF22",-0.48642295657373,-0.48642295657373,0.0313407710819064,0.0601549421074445,"HGNC:6391","KIF22",3835,3835,FALSE
"6248","POLD1",-0.556072625300796,-0.556072625300796,0.0313897663313986,0.0602371631873786,"HGNC:9175","POLD1",5424,5424,FALSE
"6249","PPRC1",-0.367267849541624,-0.367267849541624,0.0313953063718297,0.0602371631873786,"HGNC:30025","PPRC1",23082,23082,FALSE
"6250","CDCA7",0.56086200801971,0.56086200801971,0.0313962375464022,0.0602371631873786,"HGNC:14628","CDCA7",83879,83879,FALSE
"6251","SH3D19",0.335648936977753,0.335648936977753,0.0315759025206962,0.060565628574885,"HGNC:30418","SH3D19",152503,152503,FALSE
"6252","TMEM8B",0.595847799497745,0.595847799497745,0.0316504033106453,0.0606922568978857,"HGNC:21427","TMEM8B",51754,51754,FALSE
"6253","ARHGAP17",-0.478849782543229,-0.478849782543229,0.0317127447981856,0.0608036533990671,"HGNC:18239","ARHGAP17",55114,55114,FALSE
"6254","CENPL",-0.780773418699432,-0.780773418699432,0.0317373282265534,0.0608426352617567,"HGNC:17879","CENPL",91687,91687,FALSE
"6255","DNAAF3",-0.798172098061857,-0.798172098061857,0.0317681720949861,0.060885450643873,"HGNC:30492","DNAAF3",352909,352909,FALSE
"6256","ABHD17B",-0.310369353486043,-0.310369353486043,0.0317887470840899,0.0609167245247411,"HGNC:24278","ABHD17B",51104,51104,FALSE
"6257","CCDC90B",0.460970095578971,0.460970095578971,0.0318836749189722,0.0610904531890163,"HGNC:28108","CCDC90B",60492,60492,FALSE
"6258","RET",-0.675017098604606,-0.675017098604606,0.0318921559710654,0.0610985218623612,"HGNC:9967","RET",5979,5979,FALSE
"6259","PIDD1",-1.1281941398874,-1.1281941398874,0.0319365191854501,0.061175321690041,"HGNC:16491","PIDD1",55367,55367,FALSE
"6260","AIFM1",-0.433415759543689,-0.433415759543689,0.0319448292687347,0.061183049391825,"HGNC:8768","AIFM1",9131,9131,FALSE
"6261","NAP1L4",0.307527739529242,0.307527739529242,0.0319856079584397,0.0612529529279061,"HGNC:7640","NAP1L4",4676,4676,FALSE
"6262","RFNG",0.333761265680743,0.333761265680743,0.0319971024305114,0.0612667655129382,"HGNC:9974","RFNG",5986,5986,FALSE
"6263","ERCC8",0.309958023714607,0.309958023714607,0.0320016121085165,0.0612672019883279,"HGNC:3439","ERCC8",1161,1161,FALSE
"6264","DNHD1",-0.620147938609634,-0.620147938609634,0.0320366991390347,0.061326170967284,"HGNC:26532","DNHD1",144132,144132,FALSE
"6265","KLHL29",0.424444665275014,0.424444665275014,0.0320704749269511,0.0613826144635825,"HGNC:29404","KLHL29",114818,114818,FALSE
"6266","TNFSF13",-1.04783565769896,-1.04783565769896,0.0320868374963066,0.0614057185682293,"HGNC:11928","TNFSF13",8741,8741,FALSE
"6267","TMC7",-0.838466119552909,-0.838466119552909,0.0321169329035147,0.0614550939979129,"HGNC:23000","TMC7",79905,79905,FALSE
"6268","ANXA11",-0.502350480631952,-0.502350480631952,0.0323055273004689,0.0618077002463444,"HGNC:535","ANXA11",311,311,FALSE
"6269","PHACTR4",0.480767935332394,0.480767935332394,0.0323643828638265,0.0619037500866854,"HGNC:25793","PHACTR4",65979,65979,FALSE
"6270","PLCXD3",-0.657498776365682,-0.657498776365682,0.0323716911617868,0.0619094531988784,"HGNC:31822","PLCXD3",345557,345557,FALSE
"6271","CCDC158",1.03208045848277,1.03208045848277,0.0323791448251794,0.0619154327547096,"HGNC:26374","CCDC158",339965,339965,FALSE
"6272","PLPP4",-0.618493406515928,-0.618493406515928,0.032403241619486,0.0619532314715694,"HGNC:23531","PLPP4",196051,196051,FALSE
"6273","ORAI1",-0.49947608644053,-0.49947608644053,0.0324115758433698,0.061960886939583,"HGNC:25896","ORAI1",84876,84876,FALSE
"6274","WSCD1",-0.385751430330327,-0.385751430330327,0.032452936136677,0.0620316675366966,"HGNC:29060","WSCD1",23302,23302,FALSE
"6275","OS9",-0.344699398493089,-0.344699398493089,0.0324759881920058,0.062067438899347,"HGNC:16994","OS9",10956,10956,FALSE
"6276","ZBTB38",-0.40160258928628,-0.40160258928628,0.0324821922945186,0.0620710055478454,"HGNC:26636","ZBTB38",253461,253461,FALSE
"6277","IZUMO4",-0.945281799593942,-0.945281799593942,0.0326126716371002,0.0623037007283401,"HGNC:26950","IZUMO4",113177,113177,FALSE
"6278","PRIM1",-0.470364936290463,-0.470364936290463,0.0326554871678334,0.0623688422163011,"HGNC:9369","PRIM1",5557,5557,FALSE
"6279","MORN5",-1.30140447127045,-1.30140447127045,0.0326629011720656,0.0623746767477762,"HGNC:17841","MORN5",254956,254956,FALSE
"6280","PEX3",-0.399075159633015,-0.399075159633015,0.0326706258443532,0.0623811029099079,"HGNC:8858","PEX3",8504,8504,FALSE
"6281","KIN",-0.656968663425875,-0.656968663425875,0.0327399137258951,0.0624763690988671,"HGNC:6327","KIN",22944,22944,FALSE
"6282","DNM2",-0.303468918333546,-0.303468918333546,0.0327453398471293,0.0624763690988671,"HGNC:2974","DNM2",1785,1785,FALSE
"6283","RNF185",0.441739633839513,0.441739633839513,0.0327467166288003,0.0624763690988671,"HGNC:26783","RNF185",91445,91445,FALSE
"6284","RNASEH2C",0.605151000095585,0.605151000095585,0.0327659608310548,0.0625047505041411,"HGNC:24116","RNASEH2C",84153,84153,FALSE
"6285","MRPL39",-0.548692011918231,-0.548692011918231,0.0328211663123627,0.0626017153777124,"HGNC:14027","MRPL39",54148,54148,FALSE
"6286","KATNB1",-0.308352484739365,-0.308352484739365,0.0328290068603309,0.0626083245587732,"HGNC:6217","KATNB1",10300,10300,FALSE
"6287","ZBED5",0.400238561928895,0.400238561928895,0.0328506245827433,0.062633479278768,"HGNC:30803","ZBED5",58486,58486,FALSE
"6288","CBX4",-0.389698822986712,-0.389698822986712,0.0328509512885005,0.062633479278768,"HGNC:1554","CBX4",8535,8535,FALSE
"6289","TIGD5",-0.59736484165069,-0.59736484165069,0.0328687696454117,0.0626591026986671,"HGNC:18336","TIGD5",84948,84948,FALSE
"6290","WRAP73",-0.473486813306509,-0.473486813306509,0.0328991759810391,0.0627003608301396,"HGNC:12759","WRAP73",49856,49856,FALSE
"6291","BLVRA",0.590411240152685,0.590411240152685,0.0329151240791164,0.0627224011783295,"HGNC:1062","BLVRA",644,644,FALSE
"6292","THADA",-0.272283347556279,-0.272283347556279,0.0329350248754267,0.0627519668365486,"HGNC:19217","THADA",63892,63892,FALSE
"6293","GUSB",-0.516997727678071,-0.516997727678071,0.0330088644073599,0.0628842818273082,"HGNC:4696","GUSB",2990,2990,FALSE
"6294","SLC16A12",-1.03282705869469,-1.03282705869469,0.033025747600777,0.0629027388704426,"HGNC:23094","SLC16A12",387700,387700,FALSE
"6295","BORCS8",0.390412024606878,0.390412024606878,0.033027344827286,0.0629027388704426,"HGNC:37247","BORCS8",729991,729991,FALSE
"6296","COL20A1",-1.065514408641,-1.065514408641,0.0330437705301072,0.0629256471274026,"HGNC:14670","COL20A1",57642,57642,FALSE
"6297","ATXN2L",-0.308150323202739,-0.308150323202739,0.0330494471858086,0.0629280824726195,"HGNC:31326","ATXN2L",11273,11273,FALSE
"6298","CHPF",-0.333407126381117,-0.333407126381117,0.033114368967951,0.0630349215860597,"HGNC:24291","CHPF",79586,79586,FALSE
"6299","UTP14A",0.566177152082249,0.566177152082249,0.0331507000192497,0.0630895740465825,"HGNC:10665","UTP14A",10813,10813,FALSE
"6300","EYA2",-1.27528575905691,-1.27528575905691,0.0331518979143374,0.0630895740465825,"HGNC:3520","EYA2",2139,2139,FALSE
"6301","RO60",0.311875649535161,0.311875649535161,0.0331751752554974,0.0631254764269829,"HGNC:11313","RO60",6738,6738,FALSE
"6302","GINS1",0.879197907379062,0.879197907379062,0.0331899832665999,0.0631452560247013,"HGNC:28980","GINS1",9837,9837,FALSE
"6303","MINDY1",-0.517865731778618,-0.517865731778618,0.0332490736612098,0.0632481443265771,"HGNC:25648","MINDY1",55793,55793,FALSE
"6304","GNB3",-1.77994874333258,-1.77994874333258,0.0332529030518443,0.0632481443265771,"HGNC:4400","GNB3",2784,2784,FALSE
"6305","C1S",-0.61971217896636,-0.61971217896636,0.0332723985418735,0.0632768142923534,"HGNC:1247","C1S",716,716,FALSE
"6306","DNM1L",-0.254678873112986,-0.254678873112986,0.0332978521745355,0.0633168062146748,"HGNC:2973","DNM1L",10059,10059,FALSE
"6307","MAD2L1",0.584032790388728,0.584032790388728,0.0333654564551452,0.0634369275068659,"HGNC:6763","MAD2L1",4085,4085,FALSE
"6308","CDHR1",-1.33572520885386,-1.33572520885386,0.033376550063267,0.0634495887943786,"HGNC:14550","CDHR1",92211,92211,FALSE
"6309","EIF2B3",-0.494401872263269,-0.494401872263269,0.0334028620919566,0.0634763984597235,"HGNC:3259","EIF2B3",8891,8891,FALSE
"6310","HDAC9",-0.321419924837292,-0.321419924837292,0.0334125419729421,0.0634842734153271,"HGNC:14065","HDAC9",9734,9734,FALSE
"6311","STRN3",0.298523728405671,0.298523728405671,0.0334795772135809,0.0635947524690203,"HGNC:15720","STRN3",29966,29966,FALSE
"6312","INTS9",-0.537677952061509,-0.537677952061509,0.0335281871547685,0.0636701831450009,"HGNC:25592","INTS9",55756,55756,FALSE
"6313","AHR",-0.595567011431612,-0.595567011431612,0.0335758973841523,0.0637495911728457,"HGNC:348","AHR",196,196,FALSE
"6314","SFPQ",-0.270745261737661,-0.270745261737661,0.0335800235587772,0.0637495911728457,"HGNC:10774","SFPQ",6421,6421,FALSE
"6315","POGZ",-0.282905196669494,-0.282905196669494,0.0335833683877917,0.0637495911728457,"HGNC:18801","POGZ",23126,23126,FALSE
"6316","SFRP2",0.790518998892399,0.790518998892399,0.0335901409537066,0.0637539895087661,"HGNC:10777","SFRP2",6423,6423,FALSE
"6317","TTPA",0.67824106023965,0.67824106023965,0.0336634353933239,0.0638846282550494,"HGNC:12404","TTPA",7274,7274,FALSE
"6318","BCDIN3D",-0.750360473766301,-0.750360473766301,0.0337094354082667,0.0639634413548452,"HGNC:27050","BCDIN3D",144233,144233,FALSE
"6319","ARHGAP31",0.340780144630189,0.340780144630189,0.0337337268684318,0.0640010471705636,"HGNC:29216","ARHGAP31",57514,57514,FALSE
"6320","ACTG1",-0.312778971403765,-0.312778971403765,0.0337658886507338,0.0640535729422444,"HGNC:144","ACTG1",71,71,FALSE
"6321","KCNC2",-0.680789498793911,-0.680789498793911,0.0337754627764264,0.0640632418965914,"HGNC:6234","KCNC2",3747,3747,FALSE
"6322","CCT4",-0.287871656079659,-0.287871656079659,0.0338859343016364,0.064264258969134,"HGNC:1617","CCT4",10575,10575,FALSE
"6323","YARS2",-0.572432447643101,-0.572432447643101,0.0338953359887261,0.064273570456226,"HGNC:24249","YARS2",51067,51067,FALSE
"6324","SLIRP",0.562099446493011,0.562099446493011,0.0339195571865488,0.0643109770481418,"HGNC:20495","SLIRP",81892,81892,FALSE
"6325","NXN",0.311754331566381,0.311754331566381,0.0339357271596911,0.0643331107482803,"HGNC:18008","NXN",64359,64359,FALSE
"6326","MYLK",0.449945943917632,0.449945943917632,0.0339516584750144,0.0643547862126084,"HGNC:7590","MYLK",4638,4638,FALSE
"6327","CELSR1",-0.278292641737049,-0.278292641737049,0.0340220049735894,0.0644710461087393,"HGNC:1850","CELSR1",9620,9620,FALSE
"6328","ROS1",-1.04983548990235,-1.04983548990235,0.034080192212552,0.0645642089725151,"HGNC:10261","ROS1",6098,6098,FALSE
"6329","AGBL5",-0.490127939199323,-0.490127939199323,0.0340871651337182,0.0645688702539547,"HGNC:26147","AGBL5",60509,60509,FALSE
"6330","FAM53B",0.331450161593325,0.331450161593325,0.0341059296122223,0.0645913556385674,"HGNC:28968","FAM53B",9679,9679,FALSE
"6331","COL28A1",-1.37631989016592,-1.37631989016592,0.0341231562647095,0.0646113858663131,"HGNC:22442","COL28A1",340267,340267,FALSE
"6332","IFT46",-0.365316441377918,-0.365316441377918,0.0341648777158439,0.0646818252495384,"HGNC:26146","IFT46",56912,56912,FALSE
"6333","EDEM1",-0.381657211465409,-0.381657211465409,0.0341803757742438,0.0647026057618275,"HGNC:18967","EDEM1",9695,9695,FALSE
"6334","PLAGL2",-0.546381562968206,-0.546381562968206,0.034199459498597,0.064730167455744,"HGNC:9047","PLAGL2",5326,5326,FALSE
"6335","LAMA5",-0.441362771892836,-0.441362771892836,0.0343227162294698,0.0649462769806247,"HGNC:6485","LAMA5",3911,3911,FALSE
"6336","HS2ST1",0.264518996124754,0.264518996124754,0.0343706612304397,0.0650284003102422,"HGNC:5193","HS2ST1",9653,9653,FALSE
"6337","YEATS4",0.636947644177659,0.636947644177659,0.0343956972042235,0.0650671643700733,"HGNC:24859","YEATS4",8089,8089,FALSE
"6338","SIRT2",0.367200744109722,0.367200744109722,0.0344151980460764,0.0650883687534867,"HGNC:10886","SIRT2",22933,22933,FALSE
"6339","POLR3C",-0.395743618841904,-0.395743618841904,0.0344160037730715,0.0650883687534867,"HGNC:30076","POLR3C",10623,10623,FALSE
"6340","WDR48",-0.275983788648949,-0.275983788648949,0.0344271105329853,0.0651007697391948,"HGNC:30914","WDR48",57599,57599,FALSE
"6341","TXNL1",-0.342635588199189,-0.342635588199189,0.0344453042356307,0.0651265669011153,"HGNC:12436","TXNL1",9352,9352,FALSE
"6342","PLTP",-0.75170973240514,-0.75170973240514,0.0344795059311229,0.0651826199456253,"HGNC:9093","PLTP",5360,5360,FALSE
"6343","FANCB",-0.969070357336178,-0.969070357336178,0.0344908606717603,0.0651954723054449,"HGNC:3583","FANCB",2187,2187,FALSE
"6344","RILPL2",0.341631922285302,0.341631922285302,0.0345817412726019,0.0653586231501335,"HGNC:28787","RILPL2",196383,196383,FALSE
"6345","GALNT2",0.262604498092407,0.262604498092407,0.0346006249736059,0.0653856765382101,"HGNC:4124","GALNT2",2590,2590,FALSE
"6346","UFSP2",-0.346733588508089,-0.346733588508089,0.0346309452314244,0.0654343318785755,"HGNC:25640","UFSP2",55325,55325,FALSE
"6347","PIGN",0.530280691012076,0.530280691012076,0.034658666720006,0.0654694207388206,"HGNC:8967","PIGN",23556,23556,FALSE
"6348","NCAN",-0.373630966036322,-0.373630966036322,0.0346939713321118,0.0655274598457217,"HGNC:2465","NCAN",1463,1463,FALSE
"6349","CDC6",0.768853664315576,0.768853664315576,0.0347141975285727,0.0655570083722248,"HGNC:1744","CDC6",990,990,FALSE
"6350","FBLN2",-0.529965024444294,-0.529965024444294,0.0347342495267538,0.0655862201739667,"HGNC:3601","FBLN2",2199,2199,FALSE
"6351","ATP10A",-0.912565489482406,-0.912565489482406,0.0348453062781327,0.0657785603606598,"HGNC:13542","ATP10A",57194,57194,FALSE
"6352","NT5DC2",0.718478374854461,0.718478374854461,0.034890770567628,0.0658470108219716,"HGNC:25717","NT5DC2",64943,64943,FALSE
"6353","MYCN",-0.582551691175178,-0.582551691175178,0.0349714256570672,0.065990522184752,"HGNC:7559","MYCN",4613,4613,FALSE
"6354","NUP85",-0.480742298408967,-0.480742298408967,0.0349899094372013,0.0660166949020192,"HGNC:8734","NUP85",79902,79902,FALSE
"6355","WDPCP",0.477291641452002,0.477291641452002,0.0351238363619342,0.0662606426503515,"HGNC:28027","WDPCP",51057,51057,FALSE
"6356","CERS5",-0.423354878241656,-0.423354878241656,0.0351983784521787,0.0663925121634886,"HGNC:23749","CERS5",91012,91012,FALSE
"6357","YIPF6",0.310123939148097,0.310123939148097,0.0352553518680587,0.0664912125846912,"HGNC:28304","YIPF6",286451,286451,FALSE
"6358","PEAR1",-1.28170860127752,-1.28170860127752,0.035260838284716,0.066492795863996,"HGNC:33631","PEAR1",375033,375033,FALSE
"6359","MAGOH",-0.58072526769274,-0.58072526769274,0.0353858549061252,0.0667021733436629,"HGNC:6815","MAGOH",4116,4116,FALSE
"6360","ITPKC",-0.564867629322068,-0.564867629322068,0.035435235460677,0.0667809892784985,"HGNC:14897","ITPKC",80271,80271,FALSE
"6361","FGFR2",-0.34903797821665,-0.34903797821665,0.0354370012992969,0.0667809892784985,"HGNC:3689","FGFR2",2263,2263,FALSE
"6362","FAM98A",0.36921575104829,0.36921575104829,0.0355176903920648,0.0669154222277887,"HGNC:24520","FAM98A",25940,25940,FALSE
"6363","NPM3",0.497892100526846,0.497892100526846,0.0355520595699808,0.0669713560277587,"HGNC:7931","NPM3",10360,10360,FALSE
"6364","IFRD1",-0.486769726847398,-0.486769726847398,0.0355695815913177,0.0669955433710892,"HGNC:5456","IFRD1",3475,3475,FALSE
"6365","PRIM2",-0.643783640749835,-0.643783640749835,0.0355794799109912,0.0670053669447714,"HGNC:9370","PRIM2",5558,5558,FALSE
"6366","XRN2",-0.317000379685372,-0.317000379685372,0.0356615659262574,0.0671511181522328,"HGNC:12836","XRN2",22803,22803,FALSE
"6367","ARL4A",-0.383630357000265,-0.383630357000265,0.0357005488092133,0.0672156780146097,"HGNC:695","ARL4A",10124,10124,FALSE
"6368","GTPBP6",0.533417319377451,0.533417319377451,0.0357684409651316,0.0673346430430297,"HGNC:30189","GTPBP6",8225,8225,FALSE
"6369","NUDCD1",-0.385527392053263,-0.385527392053263,0.0358622796317985,0.0675024150554334,"HGNC:24306","NUDCD1",84955,84955,FALSE
"6370","CSNK1D",0.264065303839853,0.264065303839853,0.0359618592217372,0.0676809474686094,"HGNC:2452","CSNK1D",1453,1453,FALSE
"6371","NAP1L5",-0.423008576699199,-0.423008576699199,0.0359774865795744,0.0676943717865076,"HGNC:19968","NAP1L5",266812,266812,FALSE
"6372","VWC2",-0.503879541952553,-0.503879541952553,0.0359784539406241,0.0676943717865076,"HGNC:30200","VWC2",375567,375567,FALSE
"6373","COL6A2",-0.800067644353322,-0.800067644353322,0.0360132419581958,0.0677448730313706,"HGNC:2212","COL6A2",1292,1292,FALSE
"6374","RBFA",-0.365109964697834,-0.365109964697834,0.0360147633761714,0.0677448730313706,"HGNC:26120","RBFA",79863,79863,FALSE
"6375","DHX16",-0.424973646341926,-0.424973646341926,0.0360270935134029,0.0677591589226185,"HGNC:2739","DHX16",8449,8449,FALSE
"6376","TMEM267",-0.898782729346867,-0.898782729346867,0.0360898582721701,0.0678682851907586,"HGNC:26139","TMEM267",64417,64417,FALSE
"6377","PFAS",0.275554544530698,0.275554544530698,0.0361704487363438,0.0680109002586523,"HGNC:8863","PFAS",5198,5198,FALSE
"6378","WBP2",0.425652301255456,0.425652301255456,0.036219601248971,0.0680854275185925,"HGNC:12738","WBP2",23558,23558,FALSE
"6379","SEC22A",-0.522437832856162,-0.522437832856162,0.0362773031966639,0.0681790499100391,"HGNC:20260","SEC22A",26984,26984,FALSE
"6380","PHF19",0.610002785544272,0.610002785544272,0.0363841375955428,0.0683677773939095,"HGNC:24566","PHF19",26147,26147,FALSE
"6381","KRI1",-0.394472917773739,-0.394472917773739,0.0363976095760591,0.0683841117940953,"HGNC:25769","KRI1",65095,65095,FALSE
"6382","CDH24",-0.400705462538196,-0.400705462538196,0.0364076960307642,0.0683940819882113,"HGNC:14265","CDH24",64403,64403,FALSE
"6383","KCNH5",-0.488714885671187,-0.488714885671187,0.0364151587664835,0.0683991213953285,"HGNC:6254","KCNH5",27133,27133,FALSE
"6384","NLRC5",-0.730835445848267,-0.730835445848267,0.0365667794706971,0.068665885491628,"HGNC:29933","NLRC5",84166,84166,FALSE
"6385","EFCAB7",0.636545891286064,0.636545891286064,0.0365838682410275,0.0686889608530197,"HGNC:29379","EFCAB7",84455,84455,FALSE
"6386","CFH",-1.8466402460741,-1.8466402460741,0.0366135883548737,0.0687357433442518,"HGNC:4883","CFH",3075,3075,FALSE
"6387","RHEB",0.294726309246691,0.294726309246691,0.0366415230526254,0.068779162188117,"HGNC:10011","RHEB",6009,6009,FALSE
"6388","FAM83H",-0.91196467948777,-0.91196467948777,0.0366798354989486,0.0688420469772372,"HGNC:24797","FAM83H",286077,286077,FALSE
"6389","NOL3",0.520370126321197,0.520370126321197,0.0366988819349478,0.0688687608665139,"HGNC:7869","NOL3",8996,8996,FALSE
"6390","MEF2C",-0.393373308339026,-0.393373308339026,0.0368408440437397,0.0691260998455115,"HGNC:6996","MEF2C",4208,4208,FALSE
"6391","COPS2",-0.283606597800082,-0.283606597800082,0.036851895124102,0.0691377694153369,"HGNC:30747","COPS2",9318,9318,FALSE
"6392","SLAIN1",-0.436973088269556,-0.436973088269556,0.0368666793816694,0.0691564388138841,"HGNC:26387","SLAIN1",122060,122060,FALSE
"6393","TSC22D3",0.279883579973478,0.279883579973478,0.0368772416658082,0.0691581193965989,"HGNC:3051","TSC22D3",1831,1831,FALSE
"6394","WDR83OS",0.340150095580374,0.340150095580374,0.0369370038506231,0.069252042465745,"HGNC:30203","WDR83OS",51398,51398,FALSE
"6395","ENOX2",-0.433633262724641,-0.433633262724641,0.0369475321171349,0.0692627062837788,"HGNC:2259","ENOX2",10495,10495,FALSE
"6396","EMC4",-0.469762629430631,-0.469762629430631,0.0369896762019092,0.0693214267874251,"HGNC:28032","EMC4",51234,51234,FALSE
"6397","CACNA1H",0.283709604625364,0.283709604625364,0.0369999094592146,0.0693214267874251,"HGNC:1395","CACNA1H",8912,8912,FALSE
"6398","CLGN",-1.13335696829398,-1.13335696829398,0.0370003392426465,0.0693214267874251,"HGNC:2060","CLGN",1047,1047,FALSE
"6399","MGARP",-1.33822227682753,-1.33822227682753,0.0370360662208114,0.069359979615837,"HGNC:29969","MGARP",84709,84709,FALSE
"6400","FHIP2B",-0.368281567530638,-0.368281567530638,0.0370367599172947,0.069359979615837,"HGNC:16492","FHIP2B",64760,64760,FALSE
"6401","NUAK2",-0.656526707566377,-0.656526707566377,0.0370382000310721,0.069359979615837,"HGNC:29558","NUAK2",81788,81788,FALSE
"6402","MAP2K3",-0.569337505191894,-0.569337505191894,0.0370539094163034,0.0693803179583729,"HGNC:6843","MAP2K3",5606,5606,FALSE
"6403","TRIM28",-0.27588267227861,-0.27588267227861,0.0370924516139286,0.0694343132056127,"HGNC:16384","TRIM28",10155,10155,FALSE
"6404","WASHC4",-0.292531811597789,-0.292531811597789,0.0371128657950538,0.0694634397202649,"HGNC:29174","WASHC4",23325,23325,FALSE
"6405","NANOS1",0.618307929195791,0.618307929195791,0.0372456016985304,0.069702761536002,"HGNC:23044","NANOS1",340719,340719,FALSE
"6406","MYH10",0.267078667844762,0.267078667844762,0.0372637960072464,0.0697276915218633,"HGNC:7568","MYH10",4628,4628,FALSE
"6407","PIR",0.652320534089924,0.652320534089924,0.0373281835467085,0.0698299095790106,"HGNC:30048","PIR",8544,8544,FALSE
"6408","ANKRD53",-0.487047827803753,-0.487047827803753,0.0374862168442478,0.0701163760554696,"HGNC:25691","ANKRD53",79998,79998,FALSE
"6409","DSN1",-0.576395248986794,-0.576395248986794,0.0375114304412429,0.0701543665120566,"HGNC:16165","DSN1",79980,79980,FALSE
"6410","OSGEP",-0.449057571202754,-0.449057571202754,0.0375781020597072,0.0702524383155431,"HGNC:18028","OSGEP",55644,55644,FALSE
"6411","TOP2B",0.270985037846991,0.270985037846991,0.0375785982854963,0.0702524383155431,"HGNC:11990","TOP2B",7155,7155,FALSE
"6412","DMWD",0.32432222346456,0.32432222346456,0.0376715506936552,0.0704078133327472,"HGNC:2936","DMWD",1762,1762,FALSE
"6413","MAPT",0.476731448253574,0.476731448253574,0.0376926681518046,0.0704288833356192,"HGNC:6893","MAPT",4137,4137,FALSE
"6414","MCMBP",-0.377046369948618,-0.377046369948618,0.0378057704833128,0.0706309922765012,"HGNC:25782","MCMBP",79892,79892,FALSE
"6415","PDYN",-1.32906549445455,-1.32906549445455,0.0378255482574653,0.0706587167122808,"HGNC:8820","PDYN",5173,5173,FALSE
"6416","PRODH",-0.306167076880554,-0.306167076880554,0.0378383474986987,0.0706733996030387,"HGNC:9453","PRODH",5625,5625,FALSE
"6417","MYT1",-0.44072307984477,-0.44072307984477,0.0378545230101541,0.0706943839405241,"HGNC:7622","MYT1",4661,4661,FALSE
"6418","LAMA1",-0.958705106632007,-0.958705106632007,0.0378889827172586,0.0707402731864892,"HGNC:6481","LAMA1",284217,284217,FALSE
"6419","OGFR",0.272360400275141,0.272360400275141,0.0379133461761762,0.0707765258232101,"HGNC:15768","OGFR",11054,11054,FALSE
"6420","CEP57",-0.343709525282281,-0.343709525282281,0.0379375653146174,0.0708124996199921,"HGNC:30794","CEP57",9702,9702,FALSE
"6421","SRGAP1",0.465159395738816,0.465159395738816,0.0380260403690025,0.070949877642464,"HGNC:17382","SRGAP1",57522,57522,FALSE
"6422","HTRA1",-0.444150142196283,-0.444150142196283,0.0380655154377579,0.0710142712384455,"HGNC:9476","HTRA1",5654,5654,FALSE
"6423","PCGF3",0.345703154681926,0.345703154681926,0.0380943445539221,0.0710587897564948,"HGNC:10066","PCGF3",10336,10336,FALSE
"6424","TMEM216",-0.606344692983423,-0.606344692983423,0.0381137388742766,0.0710856998894713,"HGNC:25018","TMEM216",51259,51259,FALSE
"6425","ERGIC3",0.291743107578873,0.291743107578873,0.0381967292309271,0.0712312001258095,"HGNC:15927","ERGIC3",51614,51614,FALSE
"6426","TUFM",-0.309162573015968,-0.309162573015968,0.0382295924198281,0.0712831949355382,"HGNC:12420","TUFM",7284,7284,FALSE
"6427","ARRDC2",-0.712276816969773,-0.712276816969773,0.0382686048276436,0.0713466405835508,"HGNC:25225","ARRDC2",27106,27106,FALSE
"6428","NAAA",-1.47572809419411,-1.47572809419411,0.0382802099587395,0.0713589791948414,"HGNC:736","NAAA",27163,27163,FALSE
"6429","BCLAF3",0.557062153652549,0.557062153652549,0.0383151051102222,0.0714147243743871,"HGNC:27413","BCLAF3",256643,256643,FALSE
"6430","U2AF1L4",0.40614843018298,0.40614843018298,0.0383495618302443,0.071460330802053,"HGNC:23020","U2AF1L4",199746,199746,FALSE
"6431","PFKM",0.271145584235605,0.271145584235605,0.0384341921629284,0.0716087051639769,"HGNC:8877","PFKM",5213,5213,FALSE
"6432","DDX27",-0.449164406695009,-0.449164406695009,0.0384482819491274,0.0716256303098638,"HGNC:15837","DDX27",55661,55661,FALSE
"6433","ABTB1",-0.555319280775284,-0.555319280775284,0.0384869594714661,0.071688349788754,"HGNC:18275","ABTB1",80325,80325,FALSE
"6434","PYURF",0.405585090828308,0.405585090828308,0.0386223036996168,0.0719217261371443,"HGNC:44317","PYURF",100996939,100996939,FALSE
"6435","ALDH1L1",0.427863182785272,0.427863182785272,0.0386493143828873,0.0719626596622947,"HGNC:3978","ALDH1L1",10840,10840,FALSE
"6436","ZNF25",-0.564409569789387,-0.564409569789387,0.0386910199695444,0.0720238194007726,"HGNC:13043","ZNF25",219749,219749,FALSE
"6437","NEIL1",-0.765380295045747,-0.765380295045747,0.0386922286486644,0.0720238194007726,"HGNC:18448","NEIL1",79661,79661,FALSE
"6438","MDC1",0.348640028971653,0.348640028971653,0.0387315677431567,0.0720876694636874,"HGNC:21163","MDC1",9656,9656,FALSE
"6439","PCDHB5",-0.606100809386054,-0.606100809386054,0.0387374433179718,0.0720892283049628,"HGNC:8690","PCDHB5",26167,26167,FALSE
"6440","NUDT10",0.520630684435507,0.520630684435507,0.038749324342593,0.0721019612507364,"HGNC:17621","NUDT10",170685,170685,FALSE
"6441","CLVS2",-0.472981337492214,-0.472981337492214,0.0387688619326883,0.0721289358204183,"HGNC:23046","CLVS2",134829,134829,FALSE
"6442","NFKBID",-1.5626876298816,-1.5626876298816,0.0387951589238769,0.0721684775145287,"HGNC:15671","NFKBID",84807,84807,FALSE
"6443","MASP1",0.407923223509331,0.407923223509331,0.0388329000203292,0.0722292949942662,"HGNC:6901","MASP1",5648,5648,FALSE
