"","symbol","log2fc","effectsize","pvalue","pvalue_adjust","hgnc_id","hgnc_symbol","entrez_id","gene","signif"
"193","FNDC5",1.75960948608062,1.75960948608062,1.40708865189357e-30,6.71134383998172e-29,"HGNC:20240","FNDC5",252995,252995,TRUE
"194","UTRN",1.41247392920726,1.41247392920726,1.92835086463058e-30,9.10652558481816e-29,"HGNC:12635","UTRN",7402,7402,TRUE
"195","NPAS4",-2.73787353664584,-2.73787353664584,2.00827783983128e-30,9.39099595102804e-29,"HGNC:18983","NPAS4",266743,266743,TRUE
"196","RERE",1.51138747764968,1.51138747764968,2.2476365341401e-30,1.04420231061723e-28,"HGNC:9965","RERE",473,473,TRUE
"197","MAP3K20",2.31458769541639,2.31458769541639,3.18998497691245e-30,1.47243532369807e-28,"HGNC:17797","MAP3K20",51776,51776,TRUE
"198","RPLP2",1.9511633585686,1.9511633585686,3.47759975098637e-30,1.60003134523679e-28,"HGNC:10377","RPLP2",6181,6181,TRUE
"199","CAVIN1",1.9958935923298,1.9958935923298,4.22050721923565e-30,1.93561659615522e-28,"HGNC:9688","CAVIN1",284119,284119,TRUE
"200","PPFIA3",2.12937577646348,2.12937577646348,5.27636545395753e-30,2.4121250249418e-28,"HGNC:9247","PPFIA3",8541,8541,TRUE
"201","KIF1C",2.99283144306981,2.99283144306981,5.73268233756156e-30,2.61238699261682e-28,"HGNC:6317","KIF1C",10749,10749,TRUE
"202","CPLX2",1.88935062224378,1.88935062224378,5.96261459375419e-30,2.70854134038187e-28,"HGNC:2310","CPLX2",10814,10814,TRUE
"203","ZBTB47",1.51903632157318,1.51903632157318,6.97884690763447e-30,3.16013672156144e-28,"HGNC:26955","ZBTB47",92999,92999,TRUE
"204","ZFP91",1.60717029631216,1.60717029631216,1.02716700046715e-29,4.62192849361146e-28,"HGNC:14983","ZFP91",80829,80829,TRUE
"205","PKIG",1.62132711936777,1.62132711936777,1.19014079255782e-29,5.33847166166451e-28,"HGNC:9019","PKIG",11142,11142,TRUE
"206","TMCC2",2.05168776531553,2.05168776531553,1.51536456182039e-29,6.75493816669405e-28,"HGNC:24239","TMCC2",9911,9911,TRUE
"207","DESI2",1.59489544121491,1.59489544121491,1.92761355720705e-29,8.56590757455767e-28,"HGNC:24264","DESI2",51029,51029,TRUE
"208","RPS3",1.61941025673333,1.61941025673333,2.07009962672515e-29,9.14230109839821e-28,"HGNC:10420","RPS3",6188,6188,TRUE
"209","USP46",1.66171391528131,1.66171391528131,2.17497778816032e-29,9.57592528331877e-28,"HGNC:20075","USP46",64854,64854,TRUE
"210","CLK1",-2.0381169971124,-2.0381169971124,2.37149716717251e-29,1.04091266764023e-27,"HGNC:2068","CLK1",1195,1195,TRUE
"211","NES",2.34858646736072,2.34858646736072,2.41568679731953e-29,1.05706612791575e-27,"HGNC:7756","NES",10763,10763,TRUE
"212","FAM120A",1.37807870394953,1.37807870394953,2.54615778404249e-29,1.11076133328854e-27,"HGNC:13247","FAM120A",23196,23196,TRUE
"213","RPS14",1.75217120795406,1.75217120795406,4.09606481434703e-29,1.7707127319786e-27,"HGNC:10387","RPS14",6208,6208,TRUE
"214","BTBD3",1.91593034914144,1.91593034914144,5.32263113372191e-29,2.29402195459117e-27,"HGNC:15854","BTBD3",22903,22903,TRUE
"215","RPS5",1.62754329624133,1.62754329624133,6.34605570619345e-29,2.71061824178872e-27,"HGNC:10426","RPS5",6193,6193,TRUE
"216","RPL27",1.43907326632103,1.43907326632103,6.67128788626054e-29,2.84105530846733e-27,"HGNC:10328","RPL27",6155,6155,TRUE
"217","SCARB2",1.74700118559702,1.74700118559702,7.26605742658879e-29,3.08516367112935e-27,"HGNC:1665","SCARB2",950,950,TRUE
"218","TNS1",2.22141046512493,2.22141046512493,8.77780183896536e-29,3.71602267792175e-27,"HGNC:11973","TNS1",7145,7145,TRUE
"219","PEA15",1.65870451528867,1.65870451528867,8.84625773444244e-29,3.73395580891259e-27,"HGNC:8822","PEA15",8682,8682,TRUE
"220","RPPH1",-1.7799421351752,-1.7799421351752,9.6067264481575e-29,4.04301908078487e-27,"HGNC:19273","RPPH1",85495,85495,TRUE
"221","WDR26",1.44066102953461,1.44066102953461,1.19847801954956e-28,5.02903870432102e-27,"HGNC:21208","WDR26",80232,80232,TRUE
"222","GNG7",2.53209982146761,2.53209982146761,1.37429991526071e-28,5.74995832966827e-27,"HGNC:4410","GNG7",2788,2788,TRUE
"223","FBXL16",1.86190734241937,1.86190734241937,1.6394566788675e-28,6.8194725633474e-27,"HGNC:14150","FBXL16",146330,146330,TRUE
"224","TSHZ2",2.49057055719209,2.49057055719209,1.77930937026821e-28,7.35842132345892e-27,"HGNC:13010","TSHZ2",128553,128553,TRUE
"225","NSMF",2.21763869961795,2.21763869961795,1.87832114432419e-28,7.74550353145095e-27,"HGNC:29843","NSMF",26012,26012,TRUE
"226","RPS19",2.23856337042881,2.23856337042881,2.22346393933485e-28,9.11620215127289e-27,"HGNC:10402","RPS19",6223,6223,TRUE
"227","AIF1L",1.85180812185766,1.85180812185766,2.46184409244119e-28,1.0064722033926e-26,"HGNC:28904","AIF1L",83543,83543,TRUE
"228","FRS2",1.77248067051448,1.77248067051448,2.92657348896992e-28,1.18966875152473e-26,"HGNC:16971","FRS2",10818,10818,TRUE
"229","ARSG",1.99318321216083,1.99318321216083,3.05315487230255e-28,1.23760886877556e-26,"HGNC:24102","ARSG",22901,22901,TRUE
"230","CAMK2N1",2.33413493738386,2.33413493738386,3.31167447224688e-28,1.33640714841286e-26,"HGNC:24190","CAMK2N1",55450,55450,TRUE
"231","TAF13",2.30910940406253,2.30910940406253,3.31556738896196e-28,1.33640714841286e-26,"HGNC:11546","TAF13",6884,6884,TRUE
"232","RPL39",2.048783399647,2.048783399647,3.87587997153398e-28,1.55786422788426e-26,"HGNC:10350","RPL39",6170,6170,TRUE
"233","MT-CO3",2.95297875262633,2.95297875262633,4.26937850471423e-28,1.70643958167474e-26,"HGNC:7422","MT-CO3",4514,4514,TRUE
"234","PHF21A",1.39159991655636,1.39159991655636,4.29852139513369e-28,1.713302023481e-26,"HGNC:24156","PHF21A",51317,51317,TRUE
"235","IDS",1.94969334490592,1.94969334490592,4.87956048975334e-28,1.92877433833924e-26,"HGNC:5389","IDS",3423,3423,TRUE
"236","RPL15",1.5201800430478,1.5201800430478,5.15344459808302e-28,2.03142255520578e-26,"HGNC:10306","RPL15",6138,6138,TRUE
"237","ZCCHC24",2.26565991526602,2.26565991526602,7.46869850423156e-28,2.9279344355356e-26,"HGNC:26911","ZCCHC24",219654,219654,TRUE
"238","TMSB4X",1.52029843629177,1.52029843629177,8.90569909617685e-28,3.47225199910612e-26,"HGNC:11881","TMSB4X",7114,7114,TRUE
"239","COX6B1",1.43768717251537,1.43768717251537,1.31855383311243e-27,5.09923967513668e-26,"HGNC:2280","COX6B1",1340,1340,TRUE
"240","NDUFA1",1.59787009924806,1.59787009924806,1.67432934131881e-27,6.40998798749011e-26,"HGNC:7683","NDUFA1",4694,4694,TRUE
"241","VASH1",1.58350718588841,1.58350718588841,1.6754039466918e-27,6.40998798749011e-26,"HGNC:19964","VASH1",22846,22846,TRUE
"242","RPS10",1.8779593638187,1.8779593638187,1.69219529745355e-27,6.44848903851704e-26,"HGNC:10383","RPS10",6204,6204,TRUE
"243","NKAPD1",1.40210550451099,1.40210550451099,1.86885593115465e-27,7.09322533657611e-26,"HGNC:25569","NKAPD1",55216,55216,TRUE
"244","IDUA",-1.90002212988006,-1.90002212988006,1.89915278661437e-27,7.18914741366799e-26,"HGNC:5391","IDUA",3425,3425,TRUE
"245","TMEM33",1.64411776121808,1.64411776121808,2.01173411048462e-27,7.59522516805394e-26,"HGNC:25541","TMEM33",55161,55161,TRUE
"246","NDUFA6",1.49727202794827,1.49727202794827,2.37215778069291e-27,8.93242254840392e-26,"HGNC:7690","NDUFA6",4700,4700,TRUE
"247","BTBD1",1.78794204266289,1.78794204266289,2.71680245323355e-27,1.01991247726401e-25,"HGNC:1120","BTBD1",53339,53339,TRUE
"248","ST6GALNAC6",1.54078788454519,1.54078788454519,2.72280778751031e-27,1.01991247726401e-25,"HGNC:23364","ST6GALNAC6",30815,30815,TRUE
"249","GNL1",1.67191131450344,1.67191131450344,3.03180118035662e-27,1.1326904200972e-25,"HGNC:4413","GNL1",2794,2794,TRUE
"250","DNAJC1",1.84218092534411,1.84218092534411,3.90568826052516e-27,1.45537743020454e-25,"HGNC:20090","DNAJC1",64215,64215,TRUE
"251","WSB2",1.55628016507095,1.55628016507095,4.40815491918063e-27,1.63410074452217e-25,"HGNC:19222","WSB2",55884,55884,TRUE
"252","METTL9",2.0483264743298,2.0483264743298,4.45871922311921e-27,1.64857398872385e-25,"HGNC:24586","METTL9",51108,51108,TRUE
"253","ATP1B3",1.55286354065538,1.55286354065538,4.7442124942533e-27,1.74961176753274e-25,"HGNC:806","ATP1B3",483,483,TRUE
"254","PYGO1",1.41897264749746,1.41897264749746,5.2768481151458e-27,1.93606204306721e-25,"HGNC:30256","PYGO1",26108,26108,TRUE
"255","UPF2",1.69056169066581,1.69056169066581,5.3659814869382e-27,1.95872013001527e-25,"HGNC:17854","UPF2",26019,26019,TRUE
"256","CDKL3",1.77063610472425,1.77063610472425,5.8909451182718e-27,2.13401351132535e-25,"HGNC:15483","CDKL3",51265,51265,TRUE
"257","RPL7",1.5313284440624,1.5313284440624,6.46231234862331e-27,2.32919968253025e-25,"HGNC:10363","RPL7",6129,6129,TRUE
"258","ZEB1",1.65025825914291,1.65025825914291,6.84481745518713e-27,2.45469907183641e-25,"HGNC:11642","ZEB1",6935,6935,TRUE
"259","COX7A2L",1.33152662151752,1.33152662151752,7.54194904123041e-27,2.69794372077415e-25,"HGNC:2289","COX7A2L",9167,9167,TRUE
"260","DENND5A",1.37242095257423,1.37242095257423,9.17707906040715e-27,3.26653791729766e-25,"HGNC:19344","DENND5A",23258,23258,TRUE
"261","MFAP3L",1.86832628800854,1.86832628800854,9.83612077302824e-27,3.49243305561442e-25,"HGNC:29083","MFAP3L",9848,9848,TRUE
"262","VAPB",1.48983967421378,1.48983967421378,1.10985887956442e-26,3.93093334348694e-25,"HGNC:12649","VAPB",9217,9217,TRUE
"263","LIN7C",1.67737087044023,1.67737087044023,1.23772113608557e-26,4.3729757373453e-25,"HGNC:17789","LIN7C",55327,55327,TRUE
"264","ENAH",1.61591185402722,1.61591185402722,1.56850457052326e-26,5.52801278315699e-25,"HGNC:18271","ENAH",55740,55740,TRUE
"265","NCS1",1.79814213475361,1.79814213475361,1.62798115227322e-26,5.72353373657925e-25,"HGNC:3953","NCS1",23413,23413,TRUE
"266","KCTD18",1.62128948330765,1.62128948330765,1.8161717695167e-26,6.35393688264413e-25,"HGNC:26446","KCTD18",130535,130535,TRUE
"267","OST4",1.40487488275755,1.40487488275755,2.46715463868079e-26,8.56857177788431e-25,"HGNC:32483","OST4",100128731,100128731,TRUE
"268","EEF1G",1.64629969976704,1.64629969976704,2.54817873613446e-26,8.80721969452851e-25,"HGNC:3213","EEF1G",1937,1937,TRUE
"269","BORCS7",1.69032251436949,1.69032251436949,3.43274397535167e-26,1.17791687154214e-24,"HGNC:23516","BORCS7",119032,119032,TRUE
"270","OSTM1",1.71421213914785,1.71421213914785,4.07029079110049e-26,1.39334428061859e-24,"HGNC:21652","OSTM1",28962,28962,TRUE
"271","DYNLL2",1.65276332796239,1.65276332796239,4.37196811000081e-26,1.48723056284189e-24,"HGNC:24596","DYNLL2",140735,140735,TRUE
"272","MAPK8IP1",1.75922581981649,1.75922581981649,4.41298702759966e-26,1.49279979616841e-24,"HGNC:6882","MAPK8IP1",9479,9479,TRUE
"273","NAA50",1.69570836451256,1.69570836451256,4.48880792632223e-26,1.51486680702228e-24,"HGNC:29533","NAA50",80218,80218,TRUE
"274","WDR13",1.33161310452277,1.33161310452277,5.07638989347639e-26,1.70511884943084e-24,"HGNC:14352","WDR13",64743,64743,TRUE
"275","PSD",2.32509656093731,2.32509656093731,5.76144705517282e-26,1.93069194174398e-24,"HGNC:9507","PSD",5662,5662,TRUE
"276","RPS12",1.93612684821229,1.93612684821229,6.67236470011796e-26,2.23072117976607e-24,"HGNC:10385","RPS12",6206,6206,TRUE
"277","EPN1",1.49005491327918,1.49005491327918,6.77388110298084e-26,2.25938146159797e-24,"HGNC:21604","EPN1",29924,29924,TRUE
"278","MKLN1",1.31161866193121,1.31161866193121,6.9323406285193e-26,2.30685725705774e-24,"HGNC:7109","MKLN1",4289,4289,TRUE
"279","R3HDM2",1.26589665300913,1.26589665300913,7.75785355707975e-26,2.56960941083922e-24,"HGNC:29167","R3HDM2",22864,22864,TRUE
"280","ZBTB41",1.50613458655803,1.50613458655803,9.75426443032785e-26,3.2234126959252e-24,"HGNC:24819","ZBTB41",360023,360023,TRUE
"281","GUK1",1.40414090891924,1.40414090891924,1.03233393680995e-25,3.39578535673874e-24,"HGNC:4693","GUK1",2987,2987,TRUE
"282","ASB1",1.73757645650502,1.73757645650502,1.04137825536878e-25,3.41108163649073e-24,"HGNC:16011","ASB1",51665,51665,TRUE
"283","ABCC5",-1.74207314707982,-1.74207314707982,1.04175181714058e-25,3.41108163649073e-24,"HGNC:56","ABCC5",10057,10057,TRUE
"284","NDUFB9",1.48537355905561,1.48537355905561,1.13860107711636e-25,3.71121704156218e-24,"HGNC:7704","NDUFB9",4715,4715,TRUE
"285","ASRGL1",2.38515946027047,2.38515946027047,1.16680197489088e-25,3.79449305879854e-24,"HGNC:16448","ASRGL1",80150,80150,TRUE
"286","ASAH2",2.46291175460399,2.46291175460399,1.24482671414613e-25,4.03905339063876e-24,"HGNC:18860","ASAH2",56624,56624,TRUE
"287","NSD2",1.28666350803228,1.28666350803228,1.335051588966e-25,4.32200298337431e-24,"HGNC:12766","NSD2",7468,7468,TRUE
"288","MT-ATP6",3.10192580684304,3.10192580684304,1.35921934913533e-25,4.39030917985946e-24,"HGNC:7414","MT-ATP6",4508,4508,TRUE
"289","NGRN",1.35527517662423,1.35527517662423,1.45827959482622e-25,4.69966727981271e-24,"HGNC:18077","NGRN",51335,51335,TRUE
"290","TUSC3",-1.35658263529936,-1.35658263529936,1.46327515712272e-25,4.70516948837506e-24,"HGNC:30242","TUSC3",7991,7991,TRUE
"291","AGAP1",1.43954552239581,1.43954552239581,1.65560499441767e-25,5.31167082177633e-24,"HGNC:16922","AGAP1",116987,116987,TRUE
"292","RPS11",1.57669398463642,1.57669398463642,2.09994843656789e-25,6.69224101978841e-24,"HGNC:10384","RPS11",6205,6205,TRUE
"293","TBC1D16",1.94181736286334,1.94181736286334,2.50646649934508e-25,7.95233462064938e-24,"HGNC:28356","TBC1D16",125058,125058,TRUE
"294","ATP5MG",1.31149268994016,1.31149268994016,2.99657578321701e-25,9.46534279957002e-24,"HGNC:14247","ATP5MG",10632,10632,TRUE
"295","RPS6",1.4368198915566,1.4368198915566,3.29298798697648e-25,1.03787147809794e-23,"HGNC:10429","RPS6",6194,6194,TRUE
"296","RAD21",1.3303857284864,1.3303857284864,3.81179052884935e-25,1.19874528961111e-23,"HGNC:9811","RAD21",5885,5885,TRUE
"297","ATP5MF",1.35922823221066,1.35922823221066,4.22499456204917e-25,1.32577735062196e-23,"HGNC:848","ATP5MF",9551,9551,TRUE
"298","NPTN",-1.32544221082907,-1.32544221082907,4.9443514092344e-25,1.54811212942527e-23,"HGNC:17867","NPTN",27020,27020,TRUE
"299","PSD3",1.46229109976272,1.46229109976272,5.34180136927841e-25,1.66526875366024e-23,"HGNC:19093","PSD3",23362,23362,TRUE
"300","UBE2H",1.26434369339517,1.26434369339517,5.39093718998984e-25,1.67693304894706e-23,"HGNC:12484","UBE2H",7328,7328,TRUE
"301","NDUFA2",1.45805883002932,1.45805883002932,5.52229815270212e-25,1.71406863919772e-23,"HGNC:7685","NDUFA2",4695,4695,TRUE
"302","HECA",1.36072563704354,1.36072563704354,5.63456329847628e-25,1.74512913934842e-23,"HGNC:21041","HECA",51696,51696,TRUE
"303","EPHA4",-1.52318013983226,-1.52318013983226,5.91143541551006e-25,1.82692720001152e-23,"HGNC:3388","EPHA4",2043,2043,TRUE
"304","CALM1",1.40165610177193,1.40165610177193,6.06535760203845e-25,1.87045693809414e-23,"HGNC:1442","CALM1",801,801,TRUE
"305","AGTRAP",1.70006451772917,1.70006451772917,6.09881478629005e-25,1.87672990918332e-23,"HGNC:13539","AGTRAP",57085,57085,TRUE
"306","ARHGAP32",1.31788365516321,1.31788365516321,6.49252248913585e-25,1.99359451281212e-23,"HGNC:17399","ARHGAP32",9743,9743,TRUE
"307","NEK7",2.36020962669459,2.36020962669459,7.21800376141706e-25,2.21161489983119e-23,"HGNC:13386","NEK7",140609,140609,TRUE
"308","VEGFB",1.80014102159053,1.80014102159053,7.8635050910185e-25,2.4042498792176e-23,"HGNC:12681","VEGFB",7423,7423,TRUE
"309","ENHO",1.33924731107395,1.33924731107395,9.28634380864334e-25,2.83322587543449e-23,"HGNC:24838","ENHO",375704,375704,TRUE
"310","PFDN1",1.27928738051462,1.27928738051462,9.90775709911164e-25,3.01638502832316e-23,"HGNC:8866","PFDN1",5201,5201,TRUE
"311","CHD3",1.83297163712868,1.83297163712868,1.47285734366265e-24,4.47454686421844e-23,"HGNC:1918","CHD3",1107,1107,TRUE
"312","CHST2",1.52855624040346,1.52855624040346,1.76341695777347e-24,5.34591806118233e-23,"HGNC:1970","CHST2",9435,9435,TRUE
"313","KIF5C",1.76231546766885,1.76231546766885,2.23076780956009e-24,6.73418915337454e-23,"HGNC:6325","KIF5C",3800,3800,TRUE
"314","KCTD10",1.44705624344773,1.44705624344773,2.24598978271456e-24,6.76586690544478e-23,"HGNC:23236","KCTD10",83892,83892,TRUE
"315","RASSF2",1.36377216417851,1.36377216417851,2.31184699347268e-24,6.94962576252113e-23,"HGNC:9883","RASSF2",9770,9770,TRUE
"316","IGFBP5",1.84768483781372,1.84768483781372,2.58978623006234e-24,7.76881575806331e-23,"HGNC:5474","IGFBP5",3488,3488,TRUE
"317","MLEC",1.40495642368944,1.40495642368944,2.73311826247837e-24,8.18162954347344e-23,"HGNC:28973","MLEC",9761,9761,TRUE
"318","SEPTIN10",1.61910201566001,1.61910201566001,2.78875954601984e-24,8.33076416367388e-23,"HGNC:14349","SEPTIN10",151011,151011,TRUE
"319","SPOP",1.35434659206375,1.35434659206375,3.13431168544661e-24,9.32408854616538e-23,"HGNC:11254","SPOP",8405,8405,TRUE
"320","CASTOR2",1.68295262059083,1.68295262059083,3.31107665337498e-24,9.82950121019557e-23,"HGNC:37073","CASTOR2",729438,729438,TRUE
"321","ASH1L",1.4450558159464,1.4450558159464,3.35040305226173e-24,9.92565575047889e-23,"HGNC:19088","ASH1L",55870,55870,TRUE
"322","GCSH",2.00882492641486,2.00882492641486,3.90284646017076e-24,1.15345990842856e-22,"HGNC:4208","GCSH",2653,2653,TRUE
"323","MCF2L",1.94976092122607,1.94976092122607,3.90962370247991e-24,1.15345990842856e-22,"HGNC:14576","MCF2L",23263,23263,TRUE
"324","ARHGEF12",1.57870717060739,1.57870717060739,4.12242783897147e-24,1.21374115119018e-22,"HGNC:14193","ARHGEF12",23365,23365,TRUE
"325","FOLH1",1.95859679538871,1.95859679538871,5.55261568370674e-24,1.63146566361724e-22,"HGNC:3788","FOLH1",2346,2346,TRUE
"326","DTNA",1.24466737167589,1.24466737167589,5.61636854915491e-24,1.64681593380856e-22,"HGNC:3057","DTNA",1837,1837,TRUE
"327","ARHGAP11A",1.98196575341683,1.98196575341683,6.0697807544857e-24,1.77249985338645e-22,"HGNC:15783","ARHGAP11A",9824,9824,TRUE
"328","GPX1",1.37019953947497,1.37019953947497,6.08824056747564e-24,1.77426953727106e-22,"HGNC:4553","GPX1",2876,2876,TRUE
"329","BOLA2",1.52483608008946,1.52483608008946,6.45620571324163e-24,1.87767982826777e-22,"HGNC:29488","BOLA2",552900,552900,TRUE
"330","PHACTR3",1.60060873689635,1.60060873689635,6.78396362910237e-24,1.9690007214772e-22,"HGNC:15833","PHACTR3",116154,116154,TRUE
"331","PRRC2A",1.72623359088795,1.72623359088795,7.70482928769574e-24,2.23174903396029e-22,"HGNC:13918","PRRC2A",7916,7916,TRUE
"332","POFUT1",1.3921609716599,1.3921609716599,8.71952110247535e-24,2.51547635998629e-22,"HGNC:14988","POFUT1",23509,23509,TRUE
"333","OGT",-1.28135951574008,-1.28135951574008,9.16675061681039e-24,2.63387619630401e-22,"HGNC:8127","OGT",8473,8473,TRUE
"334","TET3",1.44250395823679,1.44250395823679,9.56561014506602e-24,2.74297225582665e-22,"HGNC:28313","TET3",200424,200424,TRUE
"335","RPS29",2.88959415559557,2.88959415559557,1.00705812844837e-23,2.88199895199355e-22,"HGNC:10419","RPS29",6235,6235,TRUE
"336","AMFR",1.49176573123196,1.49176573123196,1.04240007512603e-23,2.97718616267033e-22,"HGNC:463","AMFR",267,267,TRUE
"337","CCNG1",1.83130623335598,1.83130623335598,1.50544526677573e-23,4.27409054013769e-22,"HGNC:1592","CCNG1",900,900,TRUE
"338","S100A16",1.31179506010123,1.31179506010123,1.81519450179666e-23,5.14329071806107e-22,"HGNC:20441","S100A16",140576,140576,TRUE
"339","KRAS",1.68690389399986,1.68690389399986,2.12177239198697e-23,6.00008718516632e-22,"HGNC:6407","KRAS",3845,3845,TRUE
"340","ZHX3",1.36842962753128,1.36842962753128,2.18248115645791e-23,6.15136130787206e-22,"HGNC:15935","ZHX3",23051,23051,TRUE
"341","CMPK1",1.32826859835113,1.32826859835113,2.18386438213642e-23,6.15136130787206e-22,"HGNC:18170","CMPK1",51727,51727,TRUE
"342","CTNND2",1.33627006458596,1.33627006458596,2.40178930184584e-23,6.7519063104346e-22,"HGNC:2516","CTNND2",1501,1501,TRUE
"343","MXD4",1.27723066072521,1.27723066072521,2.5403456674673e-23,7.12741297172346e-22,"HGNC:13906","MXD4",10608,10608,TRUE
"344","SUB1",1.27036838089115,1.27036838089115,2.75183239515061e-23,7.70566922548142e-22,"HGNC:19985","SUB1",10923,10923,TRUE
"345","DNMT3A",1.33531928745238,1.33531928745238,2.86010560623268e-23,7.99321310929364e-22,"HGNC:2978","DNMT3A",1788,1788,TRUE
"346","MT-ND6",3.18046986157999,3.18046986157999,2.87976008822584e-23,8.03245362620341e-22,"HGNC:7462","MT-ND6",4541,4541,TRUE
"347","COX7C",1.46329683676775,1.46329683676775,2.94341239125858e-23,8.19402488453678e-22,"HGNC:2292","COX7C",1350,1350,TRUE
"348","KIF1A",1.68169483325386,1.68169483325386,3.4197542068312e-23,9.50160445544614e-22,"HGNC:888","KIF1A",547,547,TRUE
"349","WWP1",1.71637593759789,1.71637593759789,3.76284353612681e-23,1.0394310455297e-21,"HGNC:17004","WWP1",11059,11059,TRUE
"350","CALD1",1.91340356132074,1.91340356132074,3.84004941030221e-23,1.05871420061685e-21,"HGNC:1441","CALD1",800,800,TRUE
"351","CCDC34",1.75990531013446,1.75990531013446,4.16930629365763e-23,1.14728084146052e-21,"HGNC:25079","CCDC34",91057,91057,TRUE
"352","KCNA4",-1.85975187480639,-1.85975187480639,4.67304519165625e-23,1.28096941853275e-21,"HGNC:6222","KCNA4",3739,3739,TRUE
"353","MVB12B",1.38994581254503,1.38994581254503,5.50184302689847e-23,1.50240213495974e-21,"HGNC:23368","MVB12B",89853,89853,TRUE
"354","LSM11",1.39497846101185,1.39497846101185,5.71699962889557e-23,1.55818186075937e-21,"HGNC:30860","LSM11",134353,134353,TRUE
"355","AGAP2",2.09871284243212,2.09871284243212,6.1595563904512e-23,1.67561012150126e-21,"HGNC:16921","AGAP2",116986,116986,TRUE
